id,nome_poco,fase,tipo_poco,lda,diametro_fase,metragem,nfases
483,T5NU02,1,VERTICAL,2012,36,64,4
484,T5NU02,2,VERTICAL,2012,17 1/2,1222,4
485,T5NU02,3,VERTICAL,2012,12 1/4,1533,4
486,T5NU02,4,VERTICAL,2012,8 1/2,825,4
487,KV6EFM,1,VERTICAL,1470,36,62,1
488,SH3694,1,VERTICAL,1469,36,61,5
489,SH3694,2,VERTICAL,1469,26,1148,5
490,SH3694,3,VERTICAL,1469,17 1/2,1841,5
491,SH3694,4,VERTICAL,1469,12 1/4,1136,5
492,SH3694,5,VERTICAL,1469,8 1/2,783,5
493,K65I6G,1,VERTICAL,1470,36,0,1
494,S0FQ97,1,VERTICAL,1469,36,63,5
495,S0FQ97,2,VERTICAL,1469,26,893,5
496,S0FQ97,3,VERTICAL,1469,17 1/2,1760,5
497,S0FQ97,4,VERTICAL,1469,12 1/4,852,5
498,S0FQ97,5,VERTICAL,1469,8 1/2,171,5
499,SK13A0,1,VERTICAL,2137,30,42,4
500,SK13A0,2,VERTICAL,2137,17 1/2,862,4
501,SK13A0,3,VERTICAL,2137,12 1/4,650,4
502,SK13A0,4,VERTICAL,2137,8 1/2,965,4
503,4LI5A8,1,VERTICAL,1858,36,64,6
504,4LI5A8,2,VERTICAL,1858,26,810,6
505,4LI5A8,3,VERTICAL,1858,20,1445,6
506,4LI5A8,4,VERTICAL,1858,14 3/4,1692,6
507,4LI5A8,5,VERTICAL,1858,12 1/4,292,6
508,4LI5A8,6,VERTICAL,1858,8 1/2,559,6
509,816S4F,1,VERTICAL,2153,36,63,5
510,816S4F,2,VERTICAL,2153,26,684,5
511,816S4F,3,VERTICAL,2153,17 1/2,973,5
512,816S4F,4,VERTICAL,2153,12 1/4,947,5
513,816S4F,5,VERTICAL,2153,8 1/2,657,5
514,9438ZF,1,DIRECIONAL,71,30,69.3,5
515,9438ZF,2,DIRECIONAL,71,26,338,5
516,9438ZF,3,DIRECIONAL,71,12 1/4,408,5
517,9438ZF,3,DIRECIONAL,71,17 1/2,1239,5
518,9438ZF,4,DIRECIONAL,71,12 1/4,1658,5
519,R4A264,1,VERTICAL,1880,36,60,5
520,R4A264,2,VERTICAL,1880,26,567,5
521,R4A264,3,VERTICAL,1880,17 1/2,476,5
522,R4A264,4,VERTICAL,1880,12 1/4,827,5
523,R4A264,5,VERTICAL,1880,8 1/2,430,5
524,659Z80,1,DIRECIONAL,1943,36,61,5
525,659Z80,2,DIRECIONAL,1943,26,482,5
526,659Z80,3,DIRECIONAL,1943,17 1/2,1098,5
527,659Z80,4,DIRECIONAL,1943,12 1/4,1459,5
528,659Z80,5,DIRECIONAL,1943,8 1/2,493,5
529,I4K3DJ,1,VERTICAL,1710,30,45,3
530,I4K3DJ,2,VERTICAL,1710,17 1/2,1032,3
531,I4K3DJ,3,VERTICAL,1710,12 1/4,865,3
532,E8OE3N,1,VERTICAL,1935,36,65,2
533,E8OE3N,2,VERTICAL,1935,26,839,2
534,318OPZ,1,VERTICAL,1934,36,63,5
535,318OPZ,2,VERTICAL,1934,26,752,5
536,318OPZ,3,VERTICAL,1934,17 1/2,2014,5
537,318OPZ,4,VERTICAL,1934,12 1/4,1590,5
538,318OPZ,5,VERTICAL,1934,8 1/2,687,5
539,92O625,1,DIRECIONAL,1900,36,64,6
540,92O625,2,DIRECIONAL,1900,26,662,6
541,92O625,3,DIRECIONAL,1900,17 1/2,549,6
542,92O625,4,DIRECIONAL,1900,12 1/4,808,6
543,92O625,5,DIRECIONAL,1900,8 1/2,815,6
544,92O625,6,DIRECIONAL,1900,6,104,6
545,J35393,1,VERTICAL,980,36,48,3
546,J35393,2,VERTICAL,980,17 1/2,864,3
547,J35393,3,VERTICAL,980,12 1/4,980,3
548,7TNH55,1,VERTICAL,1222,36,51,4
549,7TNH55,2,VERTICAL,1222,26,724,4
550,7TNH55,3,VERTICAL,1222,16,502,4
551,7TNH55,4,VERTICAL,1222,12 1/4,1722,4
552,TQ24QV,1,DIRECIONAL,2015,42,52,6
553,TQ24QV,2,DIRECIONAL,2015,28,650,6
554,TQ24QV,3,DIRECIONAL,2015,22,905,6
555,TQ24QV,4,DIRECIONAL,2015,16 1/2,1262,6
556,TQ24QV,5,DIRECIONAL,2015,12 1/4,695,6
557,TQ24QV,6,DIRECIONAL,2015,8 1/2,533,6
558,PD1L14,1,VERTICAL,1206,36,46,3
559,PD1L14,2,VERTICAL,1206,17 1/2,648,3
560,PD1L14,3,VERTICAL,1206,12 1/4,1063,3
561,LCFP2Y,1,VERTICAL,913,36,61,4
562,LCFP2Y,2,VERTICAL,913,17 1/2,1011,4
563,LCFP2Y,3,VERTICAL,913,12 1/4,1490,4
564,LCFP2Y,4,VERTICAL,913,8 1/2,905,4
565,SV6W80,1,DIRECIONAL,1494,36,61,4
566,SV6W80,2,DIRECIONAL,1494,26,855,4
567,SV6W80,3,DIRECIONAL,1494,17 1/2,718,4
568,SV6W80,4,DIRECIONAL,1494,12 1/4,1252,4
569,92JB5L,1,VERTICAL,1538,36,49,1
570,O74414,1,VERTICAL,1537,36,61,4
571,O74414,2,VERTICAL,1537,26,595,4
572,O74414,3,VERTICAL,1537,17 1/2,824,4
573,O74414,4,VERTICAL,1537,12 1/4,1070,4
574,DTK1F8,1,DIRECIONAL,2012,36,61.5,4
575,DTK1F8,2,DIRECIONAL,2012,26,656,4
576,DTK1F8,3,DIRECIONAL,2012,17 1/2,1075,4
577,DTK1F8,4,DIRECIONAL,2012,12 1/4,785,4
578,2FR9DX,1,VERTICAL,2008,36,63,6
579,2FR9DX,2,VERTICAL,2008,26,821,6
580,2FR9DX,3,VERTICAL,2008,17 1/2,998,6
581,2FR9DX,4,VERTICAL,2008,12 1/4,588,6
582,2FR9DX,4,VERTICAL,2008,14 3/4,170,6
583,2FR9DX,5,VERTICAL,2008,8 1/2,1059,6
584,6CYEX2,1,DIRECIONAL,2021,36,61,5
585,6CYEX2,2,DIRECIONAL,2021,26,958,5
586,6CYEX2,3,DIRECIONAL,2021,17 1/2,1319,5
587,6CYEX2,4,DIRECIONAL,2021,12 1/4,1391,5
588,6CYEX2,5,DIRECIONAL,2021,8 1/2,723,5
589,7HAH7C,1,DIRECIONAL,1826,36,61,5
590,7HAH7C,2,DIRECIONAL,1826,26,1020,5
591,7HAH7C,3,DIRECIONAL,1826,17 1/2,1530,5
592,7HAH7C,4,DIRECIONAL,1826,12 1/4,562,5
593,7HAH7C,5,DIRECIONAL,1826,8 1/2,714,5
594,35BGZG,1,DIRECIONAL,2264,36,62,5
595,35BGZG,2,DIRECIONAL,2264,26,653,5
596,35BGZG,3,DIRECIONAL,2264,17 1/2,1533,5
597,35BGZG,4,DIRECIONAL,2264,12 1/4,1650,5
598,35BGZG,5,DIRECIONAL,2264,8 1/2,480,5
599,CS6Q6N,1,VERTICAL,1977,42,60,4
600,CS6Q6N,2,VERTICAL,1977,26,743,4
601,CS6Q6N,3,VERTICAL,1977,16 1/2,2071,4
602,CS6Q6N,4,VERTICAL,1977,12 1/4,307,4
603,87BH3C,1,VERTICAL,25.6,26,403,4
604,87BH3C,2,VERTICAL,25.6,17 1/2,1486,4
605,87BH3C,3,VERTICAL,25.6,12 1/4,1976,4
606,87BH3C,4,VERTICAL,25.6,8 1/2,1488,4
607,08598S,1,VERTICAL,10,26,370,4
608,08598S,2,VERTICAL,10,17 1/2,801,4
609,08598S,3,VERTICAL,10,12 1/4,829,4
610,08598S,4,VERTICAL,10,8 1/2,702,4
611,J5YTLW,1,VERTICAL,749,26,440,4
612,J5YTLW,2,VERTICAL,749,14 3/4,500,4
613,J5YTLW,3,VERTICAL,749,12 1/4,1475,4
614,J5YTLW,4,VERTICAL,749,8 1/2,737,4
615,UE169X,1,VERTICAL,17,26,456,6
616,UE169X,2,VERTICAL,17,17 1/2,1276,6
617,UE169X,3,VERTICAL,17,12 1/4,66,6
618,UE169X,4,VERTICAL,17,8 15/32,9,6
619,UE169X,5,VERTICAL,17,12 1/4,1149,6
620,UE169X,6,VERTICAL,17,8 1/2,630,6
621,N3XWM7,1,VERTICAL,37,26,304,3
622,N3XWM7,2,VERTICAL,37,17 1/2,1851,3
623,N3XWM7,3,VERTICAL,37,12 1/4,1663,3
624,FNHU99,1,VERTICAL,60,26,432,8
625,FNHU99,2,VERTICAL,60,17 1/2,702,8
626,FNHU99,3,VERTICAL,60,12 1/4,1492,8
627,FNHU99,4,VERTICAL,60,8 1/2,350,8
628,FNHU99,5,VERTICAL,60,8 15/32,9,8
629,FNHU99,6,VERTICAL,60,8 1/2,7,8
630,FNHU99,7,VERTICAL,60,8 15/32,9,8
631,FNHU99,8,VERTICAL,60,8 1/2,401,8
632,88HG6C,1,VERTICAL,37,26,510,6
633,88HG6C,2,VERTICAL,37,17 1/2,1637,6
634,88HG6C,3,VERTICAL,37,12 1/4,304,6
635,88HG6C,4,VERTICAL,37,8 15/32,9,6
636,88HG6C,5,VERTICAL,37,12 1/4,600,6
637,88HG6C,6,VERTICAL,37,8 1/2,542,6
638,7NTY69,1,VERTICAL,1597,30,47,3
639,7NTY69,2,VERTICAL,1597,17 1/2,805,3
640,7NTY69,3,VERTICAL,1597,12 1/4,1032,3
641,Y1C5VU,1,VERTICAL,1638,26,64,3
642,Y1C5VU,2,VERTICAL,1638,17 1/2,813,3
643,Y1C5VU,3,VERTICAL,1638,12 1/4,795,3
644,971CI7,1,VERTICAL,18.5,26,366,8
645,971CI7,2,VERTICAL,18.5,17 1/2,1134,8
646,971CI7,3,VERTICAL,18.5,12 1/4,1351,8
647,971CI7,4,VERTICAL,18.5,8 1/2,492,8
648,971CI7,5,VERTICAL,18.5,8 15/32,8,8
649,971CI7,6,VERTICAL,18.5,8 1/2,334,8
650,971CI7,7,VERTICAL,18.5,8 15/32,7,8
651,971CI7,8,VERTICAL,18.5,8 1/2,21,8
652,PZBHOW,1,VERTICAL,44,26,393,3
653,PZBHOW,2,VERTICAL,44,17 1/2,3134,3
654,PZBHOW,3,VERTICAL,44,12 1/4,824,3
655,692533,1,VERTICAL,67,26,504,9
656,692533,2,VERTICAL,67,17 1/2,1197,9
657,692533,3,VERTICAL,67,12 1/4,1011,9
658,692533,4,VERTICAL,67,8 15/32,9,9
659,692533,5,VERTICAL,67,12 1/4,85,9
660,692533,5,VERTICAL,67,8 1/2,0,9
661,692533,6,VERTICAL,67,8 15/32,9,9
662,692533,7,VERTICAL,67,12 1/4,102,9
663,692533,8,VERTICAL,67,8 15/32,9,9
664,6M6E76,1,VERTICAL,62,26,448,7
665,6M6E76,2,VERTICAL,62,17 1/2,1096,7
666,6M6E76,3,VERTICAL,62,12 1/4,841,7
667,6M6E76,4,VERTICAL,62,8 15/32,6,7
668,6M6E76,5,VERTICAL,62,12 1/4,365,7
669,6M6E76,6,VERTICAL,62,8 15/32,9,7
670,6M6E76,7,VERTICAL,62,12 1/4,10,7
671,1Q1VL9,1,VERTICAL,14.5,26,468,5
672,1Q1VL9,2,VERTICAL,14.5,17 1/2,1289,5
673,1Q1VL9,3,VERTICAL,14.5,12 1/4,875,5
674,1Q1VL9,4,VERTICAL,14.5,8 15/32,1,5
675,1Q1VL9,5,VERTICAL,14.5,12 1/4,281,5
676,F379CJ,1,VERTICAL,68,26,338,3
677,F379CJ,2,VERTICAL,68,17 1/2,1297,3
678,F379CJ,3,VERTICAL,68,12 1/4,15,3
679,9RD6L6,1,VERTICAL,1839,26,526,1
680,054G4N,1,VERTICAL,1841,30,46,5
681,054G4N,2,VERTICAL,1841,26,478,5
682,054G4N,3,VERTICAL,1841,16,1128,5
683,054G4N,4,VERTICAL,1841,12 1/4,1253,5
684,054G4N,5,VERTICAL,1841,8 1/2,650,5
685,363654,1,VERTICAL,66,26,340,3
686,363654,2,VERTICAL,66,17 1/2,940,3
687,363654,3,VERTICAL,66,12 1/4,768,3
688,GDGO55,1,VERTICAL,58,26,358,3
689,GDGO55,2,VERTICAL,58,17 1/2,751,3
690,GDGO55,3,VERTICAL,58,12 1/4,1151,3
691,48N1TT,1,VERTICAL,1830,16,888,1
692,IER9XO,1,VERTICAL,1838,16,875,3
693,IER9XO,2,VERTICAL,1838,12 1/4,1013,3
694,IER9XO,3,VERTICAL,1838,8 1/2,450,3
695,12A6X3,1,VERTICAL,1710,17 1/2,890,2
696,12A6X3,2,VERTICAL,1710,12 1/4,886,2
697,863V0S,1,VERTICAL,1799,16,915,3
698,863V0S,2,VERTICAL,1799,12 1/4,857,3
699,863V0S,3,VERTICAL,1799,8 1/2,394,3
700,O856UE,1,VERTICAL,1241,26,14,3
701,O856UE,2,VERTICAL,1241,16,996,3
702,O856UE,3,VERTICAL,1241,12 1/4,1604,3
703,9M1G22,1,VERTICAL,2081,16,1004,3
704,9M1G22,2,VERTICAL,2081,12 1/4,908,3
705,9M1G22,3,VERTICAL,2081,8 1/2,1032,3
706,JS6O91,1,VERTICAL,1728,16,1180,1
707,581TKZ,1,VERTICAL,1728,26,69,6
708,581TKZ,2,VERTICAL,1728,16,928,6
709,581TKZ,3,VERTICAL,1728,12 1/4,1832,6
710,581TKZ,4,VERTICAL,1728,8 1/2,1049,6
711,581TKZ,5,VERTICAL,1728,12 1/4,0,6
712,581TKZ,6,VERTICAL,1728,8 1/2,119,6
713,91TA36,1,VERTICAL,1888,26,12,5
714,91TA36,2,VERTICAL,1888,17 1/2,38,5
715,91TA36,3,VERTICAL,1888,26,20,5
716,91TA36,4,VERTICAL,1888,17 1/2,783,5
717,91TA36,5,VERTICAL,1888,12 1/4,1836,5
718,9U1QO4,1,VERTICAL,1722,26,12,3
719,9U1QO4,2,VERTICAL,1722,16,924,3
720,9U1QO4,3,VERTICAL,1722,12 1/4,1729,3
721,19IS60,1,VERTICAL,1880,26,69,3
722,19IS60,2,VERTICAL,1880,17 1/2,1036,3
723,19IS60,3,VERTICAL,1880,12 1/4,1705,3
724,D0B6ST,1,VERTICAL,2243,26,388,6
725,D0B6ST,2,VERTICAL,2243,17 1/2,46,6
726,D0B6ST,3,VERTICAL,2243,26,203,6
727,D0B6ST,4,VERTICAL,2243,16,816,6
728,D0B6ST,5,VERTICAL,2243,12 1/4,1473,6
729,D0B6ST,6,VERTICAL,2243,8 1/2,317,6
730,T3UHEU,1,DIRECIONAL,0,17 1/2,298,3
731,T3UHEU,2,DIRECIONAL,0,12 1/4,722,3
732,T3UHEU,3,DIRECIONAL,0,8 1/2,1197,3
733,0I9FXS,1,VERTICAL,0,24,48,6
734,0I9FXS,2,VERTICAL,0,16,602,6
735,0I9FXS,3,VERTICAL,0,12 1/4,924,6
736,0I9FXS,4,VERTICAL,0,8 1/2,246,6
737,0I9FXS,5,VERTICAL,0,8 15/32,5,6
738,0I9FXS,6,VERTICAL,0,8 1/2,174,6
739,Q8I514,1,VERTICAL,1639,26,562,3
740,Q8I514,2,VERTICAL,1639,17 1/2,465,3
741,Q8I514,3,VERTICAL,1639,12 1/4,994,3
742,GS9XP7,1,VERTICAL,2066,36,63,6
743,GS9XP7,2,VERTICAL,2066,26,459,6
744,GS9XP7,3,VERTICAL,2066,17 1/2,1089,6
745,GS9XP7,4,VERTICAL,2066,12 1/4,943,6
746,GS9XP7,5,VERTICAL,2066,8 1/2,754,6
747,GS9XP7,6,VERTICAL,2066,6 1/8,295,6
748,P4U2J3,1,VERTICAL,1253,42,11,7
749,P4U2J3,2,VERTICAL,1253,36,80,7
750,P4U2J3,3,VERTICAL,1253,26,548,7
751,P4U2J3,4,VERTICAL,1253,17 1/2,520,7
752,P4U2J3,5,VERTICAL,1253,12 1/4,277,7
753,P4U2J3,6,VERTICAL,1253,8 1/2,598,7
754,P4U2J3,7,VERTICAL,1253,6 1/8,154,7
755,2MH517,1,VERTICAL,335,36,65,3
756,2MH517,2,VERTICAL,335,17 1/2,1217,3
757,2MH517,3,VERTICAL,335,12 1/4,2596,3
758,OSPBW2,1,VERTICAL,0,17 1/2,380,3
759,OSPBW2,2,VERTICAL,0,12 1/4,1283,3
760,OSPBW2,3,VERTICAL,0,8 1/2,1683,3
761,3KFAJG,1,VERTICAL,2061,36,74,9
762,3KFAJG,2,VERTICAL,2061,26,442,9
763,3KFAJG,3,VERTICAL,2061,17 1/2,5,9
764,3KFAJG,4,VERTICAL,2061,12 1/4,793,9
765,3KFAJG,5,VERTICAL,2061,17 1/2,0,9
766,3KFAJG,5,VERTICAL,2061,8 1/2,448,9
767,3KFAJG,6,VERTICAL,2061,20,0,9
768,3KFAJG,7,VERTICAL,2061,14 3/4,999,9
769,3KFAJG,8,VERTICAL,2061,12 1/4,1985,9
770,XB2278,1,VERTICAL,0,17 1/2,410,4
771,XB2278,2,VERTICAL,0,12 1/4,1404,4
772,XB2278,2,VERTICAL,0,8 1/2,18,4
773,XB2278,3,VERTICAL,0,8 1/2,1019,4
774,Z6IZCB,1,VERTICAL,0,24,49,4
775,Z6IZCB,2,VERTICAL,0,16,608,4
776,Z6IZCB,3,VERTICAL,0,12 1/4,1510,4
777,Z6IZCB,4,VERTICAL,0,8 1/2,443,4
778,S8978N,1,VERTICAL,218,26,462,4
779,S8978N,2,VERTICAL,218,17 1/2,1595,4
780,S8978N,3,VERTICAL,218,12 1/4,2087,4
781,S8978N,4,VERTICAL,218,8 1/2,1041,4
782,XK80LP,1,VERTICAL,144,26,339,8
783,XK80LP,2,VERTICAL,144,17 1/2,1655,8
784,XK80LP,3,VERTICAL,144,12 1/4,2135,8
785,XK80LP,4,VERTICAL,144,8 1/2,296,8
786,XK80LP,5,VERTICAL,144,8 15/32,27,8
787,XK80LP,6,VERTICAL,144,8 1/2,105,8
788,XK80LP,7,VERTICAL,144,8 15/32,18,8
789,XK80LP,8,VERTICAL,144,8 1/2,174,8
790,VHEN06,1,VERTICAL,40,26,430,4
791,VHEN06,2,VERTICAL,40,17 1/2,1325,4
792,VHEN06,3,VERTICAL,40,12 1/4,1080,4
793,VHEN06,4,VERTICAL,40,8 1/2,1385,4
794,KZU0GY,1,VERTICAL,23,26,503,6
795,KZU0GY,2,VERTICAL,23,17 1/2,2082,6
796,KZU0GY,3,VERTICAL,23,12 1/4,829,6
797,KZU0GY,4,VERTICAL,23,8 15/32,13,6
798,KZU0GY,5,VERTICAL,23,12 1/4,226,6
799,KZU0GY,6,VERTICAL,23,8 1/2,424,6
800,O97K2E,1,VERTICAL,953,26,434,6
801,O97K2E,2,VERTICAL,953,14 3/4,1700,6
802,O97K2E,3,VERTICAL,953,12 1/4,158,6
803,O97K2E,4,VERTICAL,953,8 15/32,4,6
804,O97K2E,5,VERTICAL,953,12 1/4,421,6
805,O97K2E,6,VERTICAL,953,8 1/2,244,6
806,Z3JRGM,1,VERTICAL,26,26,251,8
807,Z3JRGM,2,VERTICAL,26,24,696,8
808,Z3JRGM,3,VERTICAL,26,17 1/2,1800,8
809,Z3JRGM,4,VERTICAL,26,12 1/4,229,8
810,Z3JRGM,5,VERTICAL,26,8 15/32,9,8
811,Z3JRGM,6,VERTICAL,26,12 1/4,373,8
812,Z3JRGM,7,VERTICAL,26,8 15/32,9,8
813,Z3JRGM,8,VERTICAL,26,12 1/4,567,8
814,RKH76Z,1,VERTICAL,26,26,455,8
815,RKH76Z,2,VERTICAL,26,17 1/2,1496,8
816,RKH76Z,3,VERTICAL,26,12 1/4,1015,8
817,RKH76Z,4,VERTICAL,26,8 15/32,8,8
818,RKH76Z,5,VERTICAL,26,12 1/4,137,8
819,RKH76Z,6,VERTICAL,26,8 15/32,9,8
820,RKH76Z,7,VERTICAL,26,12 1/4,292,8
821,RKH76Z,8,VERTICAL,26,8 1/2,57,8
822,IQ53LA,1,VERTICAL,915,26,482,4
823,IQ53LA,2,VERTICAL,915,14 3/4,986,4
824,IQ53LA,3,VERTICAL,915,12 1/4,1054,4
825,IQ53LA,4,VERTICAL,915,8 1/2,652,4
826,3H9DI4,1,VERTICAL,1198,26,472,6
827,3H9DI4,2,VERTICAL,1198,14 3/4,717,6
828,3H9DI4,3,VERTICAL,1198,12 1/4,278,6
829,3H9DI4,4,VERTICAL,1198,8 15/32,8,6
830,3H9DI4,5,VERTICAL,1198,12 1/4,414,6
831,3H9DI4,6,VERTICAL,1198,8 1/2,613,6
832,AVHF0S,1,VERTICAL,1393,26,448,5
833,AVHF0S,2,VERTICAL,1393,14 3/4,431,5
834,AVHF0S,3,VERTICAL,1393,12 1/4,231,5
835,AVHF0S,4,VERTICAL,1393,8 15/32,28,5
836,AVHF0S,5,VERTICAL,1393,12 1/4,745,5
837,0Q52RP,1,VERTICAL,1251,26,484,8
838,0Q52RP,2,VERTICAL,1251,14 3/4,812,8
839,0Q52RP,3,VERTICAL,1251,12 1/4,348,8
840,0Q52RP,4,VERTICAL,1251,8 15/32,18,8
841,0Q52RP,5,VERTICAL,1251,12 1/4,322,8
842,0Q52RP,6,VERTICAL,1251,8 1/2,101,8
843,0Q52RP,7,VERTICAL,1251,8 15/32,9,8
844,0Q52RP,8,VERTICAL,1251,8 1/2,468,8
845,609J32,1,VERTICAL,1155,26,407,8
846,609J32,2,VERTICAL,1155,15,312,8
847,609J32,3,VERTICAL,1155,12 1/4,176,8
848,609J32,4,VERTICAL,1155,8 15/32,9,8
849,609J32,5,VERTICAL,1155,12 1/4,42,8
850,609J32,6,VERTICAL,1155,8 15/32,18,8
851,609J32,7,VERTICAL,1155,12 1/4,316,8
852,609J32,8,VERTICAL,1155,8 1/2,4,8
853,G3G5SY,1,VERTICAL,637,26,411,6
854,G3G5SY,2,VERTICAL,637,14 3/4,1140,6
855,G3G5SY,3,VERTICAL,637,12 1/4,255,6
856,G3G5SY,4,VERTICAL,637,8 15/32,7,6
857,G3G5SY,5,VERTICAL,637,12 1/4,426,6
858,G3G5SY,6,VERTICAL,637,8 1/2,809,6
859,B3646Z,1,VERTICAL,882,26,414,4
860,B3646Z,2,VERTICAL,882,14 3/4,671,4
861,B3646Z,3,VERTICAL,882,12 1/4,1150,4
862,B3646Z,4,VERTICAL,882,8 1/2,674,4
863,54N483,1,VERTICAL,252,26,337,5
864,54N483,2,VERTICAL,252,17 1/2,1400,5
865,54N483,3,VERTICAL,252,12 1/4,810,5
866,54N483,4,VERTICAL,252,8 15/32,9,5
867,54N483,5,VERTICAL,252,12 1/4,208,5
868,TP9GT6,1,VERTICAL,551,26,461,1
869,H09I8M,1,VERTICAL,550,26,469,6
870,H09I8M,2,VERTICAL,550,14 3/4,516,6
871,H09I8M,3,VERTICAL,550,12 1/4,1069,6
872,H09I8M,4,VERTICAL,550,8 1/2,143,6
873,H09I8M,5,VERTICAL,550,8 15/32,15,6
874,H09I8M,6,VERTICAL,550,8 1/2,235,6
875,C8H2V6,1,VERTICAL,853,26,417,8
876,C8H2V6,2,VERTICAL,853,14 3/4,424,8
877,C8H2V6,3,VERTICAL,853,12 1/4,1065,8
878,C8H2V6,4,VERTICAL,853,8 1/2,304,8
879,C8H2V6,5,VERTICAL,853,8 15/32,15,8
880,C8H2V6,6,VERTICAL,853,8 1/2,69,8
881,C8H2V6,7,VERTICAL,853,8 15/32,6,8
882,C8H2V6,8,VERTICAL,853,8 1/2,718,8
883,B3V668,1,VERTICAL,79,26,401,3
884,B3V668,2,VERTICAL,79,17 1/2,1295,3
885,B3V668,3,VERTICAL,79,12 1/4,526,3
886,D3BT2S,1,DIRECIONAL,42,16,70,7
887,D3BT2S,2,DIRECIONAL,42,26,325,7
888,D3BT2S,3,DIRECIONAL,42,17 1/2,1195,7
889,D3BT2S,4,DIRECIONAL,42,12 1/4,476,7
890,D3BT2S,5,DIRECIONAL,42,8 1/2,968,7
891,D3BT2S,6,DIRECIONAL,42,8 15/32,18,7
892,D3BT2S,7,DIRECIONAL,42,8 1/2,82,7
893,VE3NP5,1,VERTICAL,889,26,399,5
894,VE3NP5,2,VERTICAL,889,14 3/4,1099,5
895,VE3NP5,3,VERTICAL,889,8 1/2,79,5
896,VE3NP5,4,VERTICAL,889,8 15/32,7,5
897,VE3NP5,5,VERTICAL,889,8 1/2,554,5
898,XCO6J8,1,VERTICAL,792,14 3/4,52,6
899,XCO6J8,2,VERTICAL,792,26,324,6
900,XCO6J8,3,VERTICAL,792,14 3/4,1103,6
901,XCO6J8,4,VERTICAL,792,8 1/2,127,6
902,XCO6J8,5,VERTICAL,792,8 15/32,19,6
903,XCO6J8,6,VERTICAL,792,8 1/2,726,6
904,JH7P6Y,1,VERTICAL,133,26,74,1
905,X949DC,1,VERTICAL,133.5,26,494,6
906,X949DC,2,VERTICAL,133.5,17 1/2,1965,6
907,X949DC,3,VERTICAL,133.5,12 1/4,1503,6
908,X949DC,4,VERTICAL,133.5,8 1/2,807,6
909,X949DC,5,VERTICAL,133.5,0,9,6
910,X949DC,5,VERTICAL,133.5,6 1/2,244,6
911,BCY75J,1,VERTICAL,118,36,74,8
912,BCY75J,2,VERTICAL,118,26,200,8
913,BCY75J,3,VERTICAL,118,24,930,8
914,BCY75J,4,VERTICAL,118,17 1/2,2119,8
915,BCY75J,5,VERTICAL,118,12 1/4,1336,8
916,BCY75J,6,VERTICAL,118,8 1/2,608,8
917,BCY75J,7,VERTICAL,118,8 15/32,18,8
918,BCY75J,8,VERTICAL,118,8 1/2,152,8
919,OKBG61,1,VERTICAL,195,26,407,4
920,OKBG61,2,VERTICAL,195,17 1/2,1310,4
921,OKBG61,3,VERTICAL,195,12 1/4,813,4
922,OKBG61,4,VERTICAL,195,8 1/2,700,4
923,445LQP,1,VERTICAL,248,26,404,6
924,445LQP,2,VERTICAL,248,17 1/2,1156,6
925,445LQP,3,VERTICAL,248,12 1/4,1174,6
926,445LQP,4,VERTICAL,248,8 1/2,33,6
927,445LQP,5,VERTICAL,248,8 15/32,9,6
928,445LQP,6,VERTICAL,248,8 1/2,701,6
929,R8K3IF,1,VERTICAL,472,26,416,4
930,R8K3IF,2,VERTICAL,472,17 1/2,995,4
931,R8K3IF,3,VERTICAL,472,12 1/4,919,4
932,R8K3IF,4,VERTICAL,472,8 1/2,1071,4
933,DFAIV4,1,VERTICAL,22,26,472,8
934,DFAIV4,2,VERTICAL,22,17 1/2,1103,8
935,DFAIV4,3,VERTICAL,22,12 1/4,3,8
936,DFAIV4,4,VERTICAL,22,8 15/32,9,8
937,DFAIV4,5,VERTICAL,22,12 1/4,251,8
938,DFAIV4,6,VERTICAL,22,8 15/32,18,8
939,DFAIV4,7,VERTICAL,22,12 1/4,423,8
940,DFAIV4,8,VERTICAL,22,8 1/2,561,8
941,9KJ9Z9,1,VERTICAL,138,26,346,6
942,9KJ9Z9,2,VERTICAL,138,17 1/2,1562,6
943,9KJ9Z9,3,VERTICAL,138,12 1/4,1624,6
944,9KJ9Z9,4,VERTICAL,138,8 1/2,18,6
945,9KJ9Z9,5,VERTICAL,138,12 1/4,432,6
946,9KJ9Z9,6,VERTICAL,138,8 1/2,964,6
947,7U0JAX,1,VERTICAL,788,26,352,7
948,7U0JAX,2,VERTICAL,788,14 3/4,1200,7
949,7U0JAX,3,VERTICAL,788,8 1/2,61,7
950,7U0JAX,4,VERTICAL,788,8 15/32,5,7
951,7U0JAX,5,VERTICAL,788,8 1/2,70,7
952,7U0JAX,6,VERTICAL,788,8 15/32,4,7
953,7U0JAX,7,VERTICAL,788,8 1/2,573,7
954,Z0XLUW,1,VERTICAL,109,26,368,4
955,Z0XLUW,2,VERTICAL,109,17 1/2,1286,4
956,Z0XLUW,3,VERTICAL,109,12 1/4,1212,4
957,Z0XLUW,4,VERTICAL,109,8 1/2,605,4
958,12K0E3,1,VERTICAL,95.6,26,73,1
959,NTMRF5,1,VERTICAL,96,26,385,3
960,NTMRF5,2,VERTICAL,96,17 1/2,1145,3
961,NTMRF5,3,VERTICAL,96,12 1/4,1858,3
962,23AB4N,1,VERTICAL,72,26,400,8
963,23AB4N,2,VERTICAL,72,17 1/2,1182,8
